"ID","years_in_power"
29915,0
29916,0
29917,0
29918,0
29919,0
29920,0
29921,0
29922,0
29923,0
29924,0
29925,0
29926,0
29927,0
29928,0
29929,0
29930,0
29931,0
29932,0
29933,0
29934,0
29935,0
29936,0
29937,0
29938,0
29939,0
29940,0
29941,0
29942,0
29943,0
29944,0
29945,0
29946,0
29947,0
29948,0
29949,0
29950,0
29951,0
29952,0
29953,0
29954,0
29955,0
29956,0
29957,0
29958,0
29959,0
29960,0
29961,0
29962,0
29963,0
29964,0
29965,0
29966,0
29967,0
29968,0
29969,0
29970,0
29971,0
29972,0
29973,0
29974,0
29975,0
29976,0
29977,0
29978,0
29979,0
29980,0
29981,0
29982,0
29983,0
29984,0
29985,0
29986,0
29987,0
29988,0
29989,0
29990,0
29991,0
29992,0
29993,0
29994,0
29995,0
29996,0
29997,0
29998,0
29999,0
30000,0
30001,0
30002,0
30003,0
30004,0
30005,0
30006,0
30007,0
30008,0
30009,0
30010,0
30011,0
30012,0
30013,0
30014,0
30015,0
30016,0
30017,0
30018,0
30074,0
30075,0
30076,0
30077,0
30078,0
30079,0
30080,0
30081,0
30082,0
30083,0
30084,0
30085,0
30086,0
30087,0
30088,0
30089,0
30090,0
30091,0
30092,0
30093,0
30094,0
30095,0
30096,0
30097,0
30098,0
30099,0
30100,0
30101,0
30102,0
30103,0
30104,0
30105,0
30106,0
30107,0
30108,0
30109,0
30110,0
30111,0
30112,0
30113,0
30114,0
30115,0
30116,0
30117,0
30118,0
30119,0
30120,0
30121,0
30122,0
30123,0
30124,0
30125,0
30126,0
30127,0
30128,0
30129,0
30130,0
30131,0
30132,0
30133,0
30134,0
30135,0
30136,0
30137,0
30138,0
30139,0
30140,0
30141,0
30142,0
30143,0
30144,0
30145,0
30146,0
30147,0
30148,0
30149,0
30150,0
30151,0
30152,0
30153,0
30154,0
30155,0
30156,0
30157,0
30158,0
30159,0
30160,0
30161,0
30162,0
30163,0
30164,0
30165,0
30166,0
30167,0
30168,0
30169,0
30170,0
30171,0
30172,0
30173,0
30174,0
30175,0
30176,0
30177,0
30178,0
30179,0
30180,0
30181,0
30182,0
30183,0
30184,0
30185,0
30186,0
30187,0
30188,0
30189,0
30190,0
30191,0
30192,0
30193,0
30194,0
30195,0
30251,0
30252,0
30253,0
30254,0
30255,0
30256,0
30257,0
30258,0
30259,0
30260,0
30261,0
30262,0
30263,0
30264,0
30265,0
30266,0
30267,0
30268,0
30269,0
30270,0
30271,0
30272,0
30273,0
30274,0
30275,0
30276,0
30277,0
30278,0
30279,0
30280,0
30281,0
30282,0
30283,0
30284,0
30285,0
30286,0
30287,0
30288,0
30289,0
30290,0
30291,0
30292,0
30293,0
30294,0
30295,0
30296,0
30297,0
30298,0
30299,0
30300,0
30301,0
30302,0
30303,0
30304,0
30305,0
30306,0
30307,0
30308,0
30309,0
30310,0
30311,0
30312,0
30313,0
30314,0
30315,0
30316,0
30317,0
30318,0
30319,0
30320,0
30321,0
30322,0
30323,0
30324,0
30325,0
30326,0
30327,0
30328,0
30329,0
30330,0
30331,0
30332,0
30333,0
30334,0
30335,0
30336,0
30337,0
30338,0
30339,0
30340,0
30341,0
30342,0
30343,0
30344,0
30345,0
30346,0
30347,0
30348,0
30349,0
30350,0
30351,0
30352,0
30353,0
30354,0
30355,0
30356,0
30357,0
30358,0
30359,0
30360,0
30361,0
30362,0
30363,0
30364,0
30365,0
30366,0
30367,0
30368,0
30369,0
30370,0
30371,0
30429,0
30430,0
30431,0
30432,0
30433,0
30434,0
30435,0
30436,0
30437,0
30438,0
30439,0
30440,0
30441,0
30442,0
30443,0
30444,0
30445,0
30446,0
30447,0
30448,0
30449,0
30450,0
30451,0
30452,0
30453,0
30454,0
30455,0
30456,0
30457,0
30458,0
30459,0
30460,0
30461,0
30462,0
30463,0
30464,0
30465,0
30466,0
30467,0
30468,0
30469,0
30470,0
30471,0
30472,0
30473,0
30474,0
30475,0
30476,0
30477,0
30478,0
30479,0
30480,0
30481,0
30485,0
30486,0
30487,0
30488,0
30489,0
30490,0
30491,0
30492,0
30493,0
30494,0
30495,0
30496,0
30497,0
30498,0
30499,0
30500,0
30501,0
30502,0
30503,0
30504,0
30505,0
30506,0
30507,0
30508,0
30509,0
30510,0
30511,0
30512,0
30513,0
30514,0
30515,0
30516,0
30517,0
30518,0
30519,0
30520,0
30521,0
30522,0
30523,0
30524,0
30525,0
30526,0
30527,0
30528,0
30529,0
30530,0
30531,0
30532,0
30533,0
30534,0
30535,0
30536,0
30537,0
30538,0
30539,0
30540,0
30541,0
30542,0
30543,0
30544,0
30545,0
30546,0
30547,0
30548,0
30607,0
30608,0
30609,0
30610,0
30611,0
30612,0
30613,0
30614,0
30615,0
30616,0
30617,0
30618,0
30619,0
30620,0
30621,0
30622,0
30623,0
30624,0
30625,0
30626,0
30627,0
30628,0
30629,0
30630,0
30631,0
30632,0
30633,0
30634,0
30635,0
30636,0
30637,0
30638,0
30639,0
30640,0
30641,0
30642,0
30643,0
30644,0
30645,0
30646,0
30647,0
30648,0
30649,0
30650,0
30651,0
30652,0
30653,0
30654,0
30655,0
30656,0
30661,0
30662,0
30663,0
30664,0
30665,0
30666,0
30667,0
30668,0
30669,0
30670,0
30671,0
30672,0
30673,0
30674,0
30675,0
30676,0
30677,0
30678,0
30679,0
30680,0
30681,0
30682,0
30683,0
30684,0
30685,0
30686,0
30687,0
30688,0
30689,0
30690,0
30691,0
30692,0
30693,0
30694,0
30695,0
30696,0
30697,0
30698,0
30699,0
30700,0
30701,0
30702,0
30703,0
30704,0
30705,0
30706,0
30707,0
30708,0
30709,0
30710,0
30711,0
30712,0
30713,0
30714,0
30715,0
30716,0
30717,0
30718,0
30719,0
30720,0
30721,0
30783,0
30784,0
30785,0
30786,0
30787,0
30788,0
30789,0
30790,0
30791,0
30792,0
30793,0
30794,0
30795,0
30796,0
30797,0
30798,0
30799,0
30800,0
30801,0
30802,0
30803,0
30804,0
30805,0
30806,0
30807,0
30808,0
30809,0
30810,0
30811,0
30812,0
30813,0
30814,0
30815,0
30816,0
30817,0
30818,0
30819,0
30820,0
30821,0
30822,0
30823,0
30824,0
30825,0
30826,0
30827,0
30828,0
30829,0
30833,0
30834,0
30835,0
30836,0
30837,0
30838,0
30839,0
30840,0
30841,0
30842,0
30843,0
30844,0
30845,0
30846,0
30847,0
30848,0
30849,0
30850,0
30851,0
30852,0
30853,0
30854,0
30855,0
30856,0
30857,0
30858,0
30859,0
30860,0
30861,0
30862,0
30863,0
30864,0
30865,0
30866,0
30867,0
30868,0
30869,0
30870,0
30871,0
30872,0
30873,0
30874,0
30875,0
30876,0
30877,0
30878,0
30879,0
30880,0
30881,0
30882,0
30883,0
30884,0
30885,0
30886,0
30887,0
30888,0
30889,0
30890,0
30891,0
30892,0
30893,0
30955,0
30956,0
30957,0
30958,0
30959,0
30960,0
30961,0
30962,0
30963,0
30964,0
30965,0
30966,0
30967,0
30968,0
30969,0
30970,0
30971,0
30972,0
30973,0
30974,0
30975,0
30976,0
30977,0
30978,0
30979,0
30980,0
30981,0
30982,0
30983,0
30984,0
30985,0
30986,0
30987,0
30988,0
30989,0
30990,0
30991,0
30992,0
30993,0
30994,0
30995,0
30996,0
30997,0
30998,0
30999,0
31000,0
31001,0
31002,0
31005,0
31006,0
31007,0
31008,0
31009,0
31010,0
31011,0
31012,0
31013,0
31014,0
31015,0
31016,0
31017,0
31018,0
31019,0
31020,0
31021,0
31022,0
31023,0
31024,0
31025,0
31026,0
31027,0
31028,0
31029,0
31030,0
31031,0
31032,0
31033,0
31034,0
31035,0
31036,0
31037,0
31038,0
31039,0
31040,0
31041,0
31042,0
31043,0
31044,0
31045,0
31046,0
31047,0
31048,0
31049,0
31050,0
31051,0
31052,0
31053,0
31054,0
31055,0
31056,0
31057,0
31058,0
31059,0
31060,0
31061,0
31062,0
31063,0
31064,0
31065,0
31129,0
31130,0
31131,0
31132,0
31133,0
31134,0
31135,0
31136,0
31137,0
31138,0
31139,0
31140,0
31141,0
31142,0
31143,0
31144,0
31145,0
31146,0
31147,0
31148,0
31149,0
31150,0
31151,0
31152,0
31153,0
31154,0
31155,0
31156,0
31157,0
31158,0
31159,0
31160,0
31161,0
31162,0
31163,0
31164,0
31165,0
31166,0
31167,0
31168,0
31169,0
31170,0
31171,0
31172,0
31173,0
31174,0
31175,0
31176,0
31177,0
31178,0
31179,0
31180,0
31181,0
31182,0
31183,0
31184,0
31185,0
31186,0
31187,0
31188,0
31189,0
31190,0
31191,0
31192,0
31193,0
31194,0
31195,0
31196,0
31197,0
31198,0
31199,0
31200,0
31201,0
31202,0
31203,0
31204,0
31205,0
31206,0
31207,0
31208,0
31209,0
31210,0
31211,0
31212,0
31213,0
31214,0
31215,0
31216,0
31217,0
31218,0
31219,0
31220,0
31221,0
31222,0
31223,0
31224,0
31225,0
31226,0
31227,0
31228,0
31229,0
31230,0
31231,0
31232,0
31233,0
31234,0
31235,0
31236,0
31237,0
31298,0
31299,0
31300,0
31301,0
31302,0
31303,0
31304,0
31305,0
31306,0
31307,0
31308,0
31309,0
31310,0
31311,0
31312,0
31313,0
31314,0
31315,0
31316,0
31317,0
31318,0
31319,0
31320,0
31321,0
31322,0
31323,0
31324,0
31325,0
31326,0
31327,0
31328,0
31329,0
31330,0
31331,0
31332,0
31333,0
31334,0
31335,0
31336,0
31337,0
31338,0
31339,0
31340,0
31341,0
31342,0
31343,0
31344,0
31345,0
31346,0
31347,0
31348,0
31349,0
31350,0
31351,0
31352,0
31353,0
31354,0
31355,0
31356,0
31357,0
31358,0
31359,0
31360,0
31361,0
31362,0
31363,0
31364,0
31365,0
31366,0
31367,0
31368,0
31369,0
31370,0
31371,0
31372,0
31373,0
31374,0
31375,0
31376,0
31377,0
31378,0
31379,0
31380,0
31381,0
31382,0
31383,0
31384,0
31385,0
31386,0
31387,0
31388,0
31389,0
31390,0
31391,0
31392,0
31393,0
31394,0
31395,0
31397,0
31398,0
31458,0
31459,0
31460,0
31461,0
31462,0
31463,0
31464,0
31465,0
31466,0
31467,0
31468,0
31469,0
31470,0
31471,0
31472,0
31473,0
31474,0
31475,0
31476,0
31477,0
31478,0
31479,0
31480,0
31481,0
31482,0
31483,0
31484,0
31485,0
31486,0
31487,0
31488,0
31489,0
31490,0
31491,0
31492,0
31493,0
31494,0
31495,0
31496,0
31497,0
31498,0
31499,0
31500,0
31501,0
31502,0
31503,0
31504,0
31505,0
31506,0
31507,0
31508,0
31509,0
31510,0
31511,0
31512,0
31513,0
31514,0
31515,0
31516,0
31517,0
31518,0
31519,0
31520,0
31521,0
31522,0
31523,0
31524,0
31525,0
31526,0
31527,0
31528,0
31529,0
31530,0
31531,0
31532,0
31533,0
31534,0
31535,0
31536,0
31537,0
31538,0
31539,0
31540,0
31541,0
31542,0
31543,0
31544,0
31545,0
31546,0
31547,0
31548,0
31549,0
31550,0
31616,0
31617,0
31618,0
31619,0
31620,0
31621,0
31622,0
31623,0
31624,0
31625,0
31626,0
31627,0
31628,0
31629,0
31630,0
31631,0
31632,0
31633,0
31634,0
31635,0
31636,0
31637,0
31638,0
31639,0
31640,0
31641,0
31642,0
31643,0
31644,0
31645,0
31646,0
31647,0
31648,0
31649,0
31650,0
31651,0
31652,0
31653,0
31654,0
31655,0
31656,0
31657,0
31658,0
31659,0
31660,0
31661,0
31662,0
31663,0
31664,0
31665,0
31666,0
31667,0
31668,0
31669,0
31670,0
31671,0
31672,0
31673,0
31674,0
31675,0
31676,0
31677,0
31678,0
31679,0
31680,0
31681,0
31682,0
31683,0
31684,0
31685,0
31686,0
31687,0
31688,0
31689,0
31690,0
31691,0
31692,0
31693,0
31694,0
31695,0
31696,0
31697,0
31698,0
31699,0
31766,0
31767,0
31768,0
31769,0
31770,0
31771,0
31772,0
31773,0
31774,0
31775,0
31776,0
31777,0
31778,0
31779,0
31780,0
31781,0
31782,0
31783,0
31784,0
31785,0
31786,0
31787,0
31788,0
31789,0
31790,0
31791,0
31792,0
31793,0
31794,0
31795,0
31796,0
31797,0
31798,0
31799,0
31800,0
31801,0
31802,0
31803,0
31804,0
31805,0
31806,0
31807,0
31808,0
31809,0
31810,0
31811,0
31812,0
31813,0
31814,0
31815,0
31816,0
31817,0
31818,0
31819,0
31820,0
31821,0
31822,0
31823,0
31824,0
31825,0
31826,0
31827,0
31828,0
31829,0
31830,0
31831,0
31832,0
31833,0
31834,0
31835,0
31836,0
31837,0
31838,0
31839,0
31840,0
31841,0
31842,0
31843,0
31844,0
31845,0
31846,0
31847,0
31848,0
31920,0
31921,0
31922,0
31923,0
31924,0
31925,0
31926,0
31927,0
31928,0
31929,0
31930,0
31931,0
31932,0
31933,0
31934,0
31935,0
31936,0
31937,0
31938,0
31939,0
31940,0
31941,0
31942,0
31943,0
31944,0
31945,0
31946,0
31947,0
31948,0
31949,0
31950,0
31951,0
31952,0
31953,0
31954,0
31955,0
31956,0
31957,0
31958,0
31959,0
31960,0
31961,0
31962,0
31963,0
31964,0
31965,0
31966,0
31967,0
31968,0
31969,0
31970,0
31971,0
31972,0
31973,0
31974,0
31975,0
31976,0
31977,0
31978,0
31979,0
31980,0
31981,0
31982,0
31983,0
31984,0
31985,0
31986,0
31987,0
31988,0
31989,0
31990,0
31991,0
31992,0
31993,0
31994,0
31995,0
31996,0
31997,0
31998,0
31999,0
32000,0
32072,0
32073,0
32074,0
32075,0
32076,0
32077,0
32078,0
32079,0
32080,0
32081,0
32082,0
32083,0
32084,0
32085,0
32086,0
32087,0
32088,0
32089,0
32090,0
32091,0
32092,0
32093,0
32094,0
32095,0
32096,0
32097,0
32098,0
32099,0
32100,0
32101,0
32102,0
32103,0
32104,0
32105,0
32106,0
32107,0
32108,0
32109,0
32110,0
32111,0
32112,0
32113,0
32114,0
32115,0
32116,0
32117,0
32118,0
32119,0
32120,0
32121,0
32122,0
32123,0
32124,0
32125,0
32126,0
32127,0
32128,0
32129,0
32130,0
32131,0
32132,0
32133,0
32134,0
32135,0
32136,0
32137,0
32138,0
32139,0
32140,0
32141,0
32142,0
32143,0
32144,0
32145,0
32146,0
32147,0
32223,0
32224,0
32225,0
32226,0
32227,0
32228,0
32229,0
32230,0
32231,0
32232,0
32233,0
32234,0
32235,0
32236,0
32237,0
32238,0
32239,0
32240,0
32241,0
32242,0
32243,0
32244,0
32245,0
32246,0
32247,0
32248,0
32249,0
32250,0
32251,0
32252,0
32253,0
32254,0
32255,0
32256,0
32257,0
32258,0
32259,0
32260,0
32261,0
32262,0
32263,0
32264,0
32265,0
32266,0
32267,0
32268,0
32269,0
32270,0
32271,0
32272,0
32273,0
32274,0
32275,0
32276,0
32277,0
32278,0
32279,0
32280,0
32281,0
32282,0
32283,0
32284,0
32285,0
32286,0
32287,0
32288,0
32289,0
32290,0
32291,0
32292,0
32293,0
32294,0
32372,0
32373,0
32374,0
32375,0
32376,0
32377,0
32378,0
32379,0
32380,0
32381,0
32382,0
32383,0
32384,0
32385,0
32386,0
32387,0
32388,0
32389,0
32390,0
32391,0
32392,0
32393,0
32394,0
32395,0
32396,0
32397,0
32398,0
32399,0
32400,0
32401,0
32402,0
32403,0
32404,0
32405,0
32406,0
32407,0
32408,0
32409,0
32410,0
32411,0
32412,0
32413,0
32414,0
32415,0
32416,0
32417,0
32418,0
32419,0
32420,0
32421,0
32422,0
32423,0
32424,0
32425,0
32426,0
32427,0
32428,0
32429,0
32430,0
32431,0
32432,0
32433,0
32434,0
32435,0
32436,0
32437,0
32438,0
32439,0
32440,0
32441,0
32442,0
32443,0
32522,0
32523,0
32524,0
32525,0
32526,0
32527,0
32528,0
32529,0
32530,0
32531,0
32532,0
32533,0
32534,0
32535,0
32536,0
32537,0
32538,0
32539,0
32540,0
32541,0
32542,0
32543,0
32544,0
32545,0
32546,0
32547,0
32548,0
32549,0
32550,0
32551,0
32552,0
32553,0
32554,0
32555,0
32556,0
32557,0
32558,0
32559,0
32560,0
32561,0
32562,0
32563,0
32564,0
32565,0
32566,0
32567,0
32568,0
32569,0
32570,0
32571,0
32572,0
32573,0
32574,0
32575,0
32576,0
32577,0
32578,0
32579,0
32580,0
32581,0
32582,0
32583,0
32584,0
32585,0
32586,0
32587,0
32588,0
32589,0
32590,0
32673,0
32674,0
32675,0
32676,0
32677,0
32678,0
32679,0
32680,0
32681,0
32682,0
32683,0
32684,0
32685,0
32686,0
32687,0
32688,0
32689,0
32690,0
32691,0
32692,0
32693,0
32694,0
32695,0
32696,0
32697,0
32698,0
32699,0
32700,0
32701,0
32702,0
32703,0
32704,0
32705,0
32706,0
32707,0
32708,0
32709,0
32710,0
32711,0
32712,0
32713,0
32714,0
32715,0
32716,0
32717,0
32718,0
32719,0
32720,0
32721,0
32722,0
32723,0
32724,0
32725,0
32726,0
32727,0
32728,0
32729,0
32730,0
32731,0
32732,0
32733,0
32734,0
32735,0
32821,0
32822,0
32823,0
32824,0
32825,0
32826,0
32827,0
32828,0
32829,0
32830,0
32831,0
32832,0
32833,0
32834,0
32835,0
32836,0
32837,0
32838,0
32839,0
32840,0
32841,0
32842,0
32843,0
32844,0
32845,0
32846,0
32847,0
32848,0
32849,0
32850,0
32851,0
32852,0
32853,0
32854,0
32855,0
32856,0
32857,0
32858,0
32859,0
32860,0
32861,0
32862,0
32863,0
32864,0
32865,0
32866,0
32867,0
32868,0
32869,0
32870,0
32871,0
32872,0
32873,0
32961,0
32962,0
32963,0
32964,0
32965,0
32966,0
32967,0
32968,0
32969,0
32970,0
32971,0
32972,0
32973,0
32974,0
32975,0
32976,0
32977,0
32978,0
32979,0
32980,0
32981,0
32982,0
32983,0
32984,0
32985,0
32986,0
32987,0
32988,0
32989,0
32990,0
32991,0
32992,0
32993,0
32994,0
32995,0
32996,0
32997,0
32998,0
32999,0
33000,0
33001,0
33002,0
33003,0
33004,0
33005,0
33006,0
33007,0
33099,0
33100,0
33101,0
33102,0
33103,0
33104,0
33105,0
33106,0
33107,0
33108,0
33109,0
33110,0
33111,0
33112,0
33113,0
33114,0
33115,0
33116,0
33117,0
33118,0
33119,0
33120,0
33121,0
33122,0
33123,0
33124,0
33125,0
33126,0
33127,0
33128,0
33129,0
33130,0
33131,0
33132,0
33133,0
33134,0
33225,0
33226,0
33227,0
33228,0
33229,0
33230,0
33231,0
33232,0
33233,0
33234,0
33235,0
33236,0
33237,0
33238,0
33239,0
33240,0
33241,0
33242,0
33243,0
33244,0
33245,0
33246,0
33247,0
33248,0
33249,0
33250,0
33251,0
33252,0
33253,0
33254,0
33255,0
33256,0
33257,0
33350,0
33351,0
33352,0
33353,0
33354,0
33355,0
33356,0
33357,0
33358,0
33359,0
33360,0
33361,0
33362,0
33363,0
33364,0
33365,0
33366,0
33367,0
33368,0
33369,0
33370,0
33371,0
33372,0
33373,0
33374,0
33375,0
33376,0
33377,0
33378,0
33379,0
33380,0
33478,0
33479,0
33480,0
33481,0
33482,0
33483,0
33484,0
33485,0
33486,0
33487,0
33488,0
33489,0
33490,0
33491,0
33492,0
33493,0
33494,0
33495,0
33496,0
33497,0
33498,0
33499,0
33500,0
33501,0
33502,0
33503,0
33504,0
33505,0
33604,0
33605,0
33606,0
33607,0
33608,0
33609,0
33610,0
33611,0
33612,0
33613,0
33614,0
33615,0
33616,0
33617,0
33618,0
33619,0
33620,0
33621,0
33622,0
33623,0
33624,0
33625,0
33626,0
33627,0
33628,0
33629,0
33731,0
33732,0
33733,0
33734,0
33735,0
33736,0
33737,0
33738,0
33739,0
33740,0
33741,0
33742,0
33743,0
33744,0
33745,0
33746,0
33747,0
33748,0
33749,0
33750,0
33751,0
33752,0
33753,0
33754,0
33755,0
33862,0
33863,0
33864,0
33865,0
33866,0
33867,0
33868,0
33869,0
33870,0
33871,0
33872,0
33873,0
33874,0
33875,0
33876,0
33877,0
33878,0
33879,0
33880,0
33881,0
33882,0
33883,0
33884,0
33885,0
33886,0
33887,0
33888,0
33996,0
33997,0
33998,0
33999,0
34000,0
34001,0
34002,0
34003,0
34004,0
34005,0
34006,0
34007,0
34008,0
34009,0
34010,0
34011,0
34012,0
34013,0
34014,0
34015,0
34016,0
34017,0
34018,0
34019,0
34020,0
34021,0
34022,0
34023,0
34024,0
34025,0
34026,0
34138,0
34139,0
34140,0
34141,0
34142,0
34143,0
34144,0
34145,0
34146,0
34147,0
34148,0
34149,0
34150,0
34151,0
34152,0
34153,0
34154,0
34155,0
34156,0
34157,0
34158,0
34159,0
34160,0
34161,0
34162,0
34163,0
34164,0
34165,0
34166,0
34167,0
34168,0
34169,0
34170,0
34171,0
34172,0
34173,0
34174,0
34286,0
34287,0
34288,0
34289,0
34290,0
34291,0
34292,0
34293,0
34294,0
34295,0
34296,0
34297,0
34298,0
34299,0
34300,0
34301,0
34302,0
34303,0
34304,0
34305,0
34306,0
34307,0
34308,0
34309,0
34310,0
34311,0
34312,0
34313,0
34314,0
34315,0
34316,0
34317,0
34318,0
34319,0
34320,0
34321,0
34433,0
34434,0
34435,0
34436,0
34437,0
34438,0
34439,0
34440,0
34441,0
34442,0
34443,0
34444,0
34445,0
34446,0
34447,0
34448,0
34449,0
34450,0
34451,0
34452,0
34453,0
34454,0
34455,0
34456,0
34457,0
34458,0
34459,0
34460,0
34461,0
34462,0
34463,0
34464,0
34465,0
34466,0
34467,0
34468,0
34577,0
34578,0
34579,0
34580,0
34581,0
34582,0
34583,0
34584,0
34585,0
34586,0
34587,0
34588,0
34589,0
34590,0
34591,0
34592,0
34593,0
34594,0
34595,0
34596,0
34597,0
34598,0
34599,0
34600,0
34601,0
34602,0
34603,0
34604,0
34605,0
34606,0
34607,0
34608,0
34609,0
34610,0
34719,0
34720,0
34721,0
34722,0
34723,0
34724,0
34725,0
34726,0
34727,0
34728,0
34729,0
34730,0
34731,0
34732,0
34733,0
34734,0
34735,0
34736,0
34737,0
34738,0
34739,0
34740,0
34741,0
34742,0
34743,0
34744,0
34745,0
34746,0
34747,0
34748,0
34749,0
34750,0
34751,0
34752,0
34753,0
34861,0
34862,0
34863,0
34864,0
34865,0
34866,0
34867,0
34868,0
34869,0
34870,0
34871,0
34872,0
34873,0
34874,0
34875,0
34876,0
34877,0
34878,0
34879,0
34880,0
34881,0
34882,0
34883,0
34884,0
34885,0
34886,0
34887,0
34888,0
34889,0
34890,0
34891,0
34892,0
34893,0
34894,0
35000,0
35001,0
35002,0
35003,0
35004,0
35005,0
35006,0
35007,0
35008,0
35009,0
35010,0
35011,0
35012,0
35013,0
35014,0
35015,0
35016,0
35017,0
35018,0
35019,0
35020,0
35021,0
35022,0
35023,0
35024,0
35025,0
35026,0
35027,0
35028,0
35029,0
35030,0
35132,0
35133,0
35134,0
35135,0
35136,0
35137,0
35138,0
35139,0
35140,0
35141,0
35142,0
35143,0
35144,0
35145,0
35146,0
35147,0
35148,0
35149,0
35150,0
35151,0
35152,0
35153,0
35154,0
35155,0
35156,0
35157,0
35158,0
35257,0
35258,0
35259,0
35260,0
35261,0
35262,0
35263,0
35264,0
35265,0
35266,0
35267,0
35268,0
35269,0
35270,0
35271,0
35272,0
35273,0
35274,0
35275,0
35276,0
35277,0
35278,0
35279,0
35280,0
35281,0
35377,0
35378,0
35379,0
35380,0
35381,0
35382,0
35383,0
35384,0
35385,0
35386,0
35387,0
35388,0
35389,0
35390,0
35391,0
35392,0
35393,0
35394,0
35395,0
35396,0
35397,0
35398,0
35399,0
35489,0
35490,0
35491,0
35492,0
35493,0
35494,0
35495,0
35496,0
35497,0
35498,0
35499,0
35500,0
35501,0
35502,0
35587,0
35588,0
35589,0
35590,0
35591,0
35592,0
35593,0
35594,0
35595,0
35675,0
35676,0
35677,0
35678,0
35679,0
36605,0
37012,0
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
