project_id;donor;title;year;year_uncertain;description;crs_sector_code;crs_sector_name;sector_comment;status;status_code;flow;all_recipients;sources;sources_count;funding_agency;implementing_agency;donor_agency;donor_agency_count;recipient_agencies;recipient_agencies_count;verified;verified_code;flow_class;flow_class_code;intent;intent_code;active;active_code;factiva_sources;amount;currency;deflators_used;exchange_rates_used;usd_defl;usd_current;start_actual;start_planned;end_actual;end_planned;recipient_count;recipient_condensed;recipient_cow_code;recipient_oecd_code;recipient_oecd_name;recipient_iso3;recipient_iso2;recipient_un_code;recipient_imf_code;debt_uncertian;line_of_credit;is_cofinanced;is_ground_truthing;loan_type;interest_rate;maturity;grace_period;grant_element;updated_at;location_details;contacts;is_official_finance
1657;China;Chinese Ambassador Donates to Amezu;2008;FALSE;On January 17, 2008 a Chinese envoy made a donation of 5KVA generator, 20 pieces of football and 4 pieces of portable typewriters to enhance the work and operations of the African Methodist Episcopal Zion University (AMEZU). The President of AMEZU praised Chinese Ambassador, Zhou Xiaou, for his worthy donation to the University.;110;Education;;Completion;3;In-kind Grant (Goods or Services);Liberia;"http://lr.china-embassy.org/chn/sghdhzxxx/t399483.htm, Government Source (Donor/Recipient); http://allafrica.com/stories/200801170946.html, Media Report, including Wikileaks";2;;;;;African Methodist Episcopal Zion University (AMEZU), Academic, Training and Research;1;Checked;1;ODA-like;2;Development;1;Active;1;;;;;;;;;;;;1;Liberia;450;251;Liberia;LBR;LR;430;668;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:37;Monrovia;Zhou Yuxiao,;1
20251;China;Chinese Ambassador donates to Zimbabwe HIV/AIDS home;2009;FALSE;On July 22, 2009 Yuan Nansheng, the outgoing Chinese Ambassador to Zimbabwe donated $10,000 to Mashambanzou Care Trust, a foundation that helps people suffering from HIV/AIDS.'So far all the Chinese in Zimbabwe have already supported more than 1,200 orphans and President Robert Mugabe and Prime Minister Morgan Tsvangirai have paid high tribute to Care Action,' Yuan said.Mashambanzou Care Trust was established in 1989 and celebrates its 20th anniversary in October. It provides home-based care, education, orphan outreach and community work among the infected and affected.;160;Other Social infrastructure and services;;Completion;3;Monetary Grant (excluding debt forgiveness);Zimbabwe;"http://english.peopledaily.com.cn/90001/90776/90883/6683955.html, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=XNEWS00020090622e56m00aht&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks";2;;Mashambanzou Care Trust, National NGO;;;Mashambanzou Care Trust, National NGO;1;Checked;1;ODA-like;2;Development;1;Active;1;http://global.factiva.com/aa/?ref=XNEWS00020090622e56m00aht&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;10000;USD;1;1;10000;10000;;;22. Jun 09;;1;Zimbabwe;552;265;Zimbabwe;ZWE;ZW;716;698;FALSE;FALSE;FALSE;FALSE;;;;;;05.04.13 15:56;Mashambanzou Care Trust, Harare, Zimbabwe;Yuan Nansheng, Chinese Ambassador to Zimbabwe;1
1646;China;Chinese Assistance Planned for Liberia's Healthcare System;2007;FALSE;In January of 2007 it was reported that China would help revive Liberia's healthcare sector. According to a report, China would construct 30 hospitals across Liberia and a malaria treatment centre. Financial details regarding the new hospitals were not revealed.The malaria treatment center may be here #1631.;120;Health;;Pipeline: Pledge;12;In-kind Grant (Goods or Services);Liberia;http://global.factiva.com/aa/?ref=WDAN000020070131e31v0003f&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;1;;;;;;;Checked;1;Vague (Official Finance);5;Development;1;Active;1;http://global.factiva.com/aa/?ref=WDAN000020070131e31v0003f&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;;;;;;;;;;;1;Liberia;450;251;Liberia;LBR;LR;430;668;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:37;;Lin Songtian,;1
1552;China;Chinese Contribution to UN Peacekeeping Mission in Liberia--ALL DEPLOYMENTS HERE;2003;FALSE;"China joined the United Nations peacekeeping operations in Liberia in December 2003 by sending supplies transport, engineering and medical units, including civilian police, military observers and staff officers. There are nearly 600 Chinese peacekeepers serving with UNMI in Liberia. Most of the Chinese peacekeepers working in Liberia rotate at an 8-month interval. The Engineering and Medical units are based in Zwedru in UNMIL Sector 4, which covers the southeast region of Liberia. Troop deployments are as follows:-January 2004: initial deployment of 500 troops -December 22, 2004: 'second batch' of Chinese peacekeeping forces deployed to replace the first group-July 11, 2005: a group of peacekeepers return to China, having served six months-February 28, 2006: 'third batch' of Chinese peacekeeping forces deployed -December 2006: 'fifth batch' of Chinese peacekeeping forces deployed -August 30, 2007: the 'fifth batch' of Chinese peacekeeping forces returns home (275 officers and men in total)-August 2007: 'sixth batch' of Chinese peacekeeping forces deployed-April 20, 2008: the 'sixth batch' of Chinese peacekeeping forces returns home (240-member transport battalion; 275-member engineering battalion; 43-member medical team)-April 18, 2008: 'seventh batch' of Chinese peacekeeping forces deployed (558 members)-December 18, 2008: 'eighth batch' of Chinese peacekeeping forces deployed (558 members). More research needed on rest of deployments";150;Government and Civil Society;;Completion;3;In-kind Grant (Goods or Services);Liberia;"http://www.china.org.cn/china/military/2008-12/18/content_16974293.htm, Implementing/Intermediary Agency Source; http://news.xinhuanet.com/english/2008-04/20/content_8016694.htm, Media Report, including Wikileaks; http://english.chinamil.com.cn/site2/special-reports/2007-08/31/content_956599.htm, Media Report, including Wikileaks; http://www.gov.cn/english/2006-03/02/content_215832.htm, Government Source (Donor/Recipient); http://www.chinadaily.com.cn/china/2005-07/12/content_794006.htm, Media Report, including Wikileaks; http://lr.china-embassy.org/eng/sbgx/peke/t375763.htm, Government Source (Donor/Recipient); http://news.bbc.co.uk/2/hi/africa/3412317.stm, Media Report, including Wikileaks; http://english.peopledaily.com.cn/200412/23/eng20041223_168392.html, Media Report, including Wikileaks; http://africatv1.com/Dawala/?p=2369, Media Report, including Wikileaks; http://www.china.com.cn/chinese/2003/Nov/445059.htm, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=AFPR000020031119dzbj000bb&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks";11;;;;;;;Checked;1;ODA-like;2;Development;1;Active;1;http://global.factiva.com/aa/?ref=AFPR000020031119dzbj000bb&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;;;;;;;01. Jan 04;;;;1;Liberia;450;251;Liberia;LBR;LR;430;668;FALSE;FALSE;FALSE;FALSE;;;;;;05.04.13 09:00;Monrovia, Zwedru;"Meng Hongwei, ; Mr. Zhang Xiaoguang,";1
672;China;Chinese Cultural Center;2003;TRUE;On October 29, 2002, Chinese Minister of Culture, Mr. Sun Jiazheng formally inaugurated the Chinese Cultural Center in Cairo, Egypt. The Chinese Culture Center in Cairo is located in the Giza District in Big Cairo and covers an area of 2000 square meters. Inside the main building in the Center, with one floor underground and 5 floors above, there are the multi-function hall, the exhibition hall, classrooms, language lab, library, reception room and dining hall. The amount and commitment and start dates are unknown.;160;Other Social infrastructure and services;;Completion;3;In-kind Grant (Goods or Services);Egypt;"http://eg.china-embassy.org/eng/zaigx/whjl/t76287.htm, Government Source (Donor/Recipient); http://www.chinadaily.com.cn/opinion/2010-07/09/content_10086268.htm, Media Report, including Wikileaks";2;;;;;;;Checked;1;OOF-like;3;Representational;3;Active;1;;;;;;;;;;29. Oct 02;;1;Egypt;651;142;Egypt;EGY;EG;818;469;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:38;Cairo, Egypt;Mr. Sun Jiazheng,;1
1119;China;Chinese Donation for Interior Ministry;2005;FALSE;On March 2, 2005 the Mozambican Interior Ministry received a donation from China, valued at three million US dollars, intended to boost the capacity of the police force. The donation included 300 motorbikes, 500 helmets, bullet- proof jackets, and masks for the riot police, 100 large tents, with a capacity ranging from 36 to 100 people, 5,000 police uniforms, 6,000 torches for the traffic police, 25 computers, 15 fax machines, and even equipment for the police band. The donation results from an agreement on economic and technical cooperation signed between the two countries in Beijing in April 2004.;150;Government and Civil Society;;Completion;3;In-kind Grant (Goods or Services);Mozambique;http://global.factiva.com/redir/default.aspx?P=sa&an=AFNWS00020050302e132001br&cat=a&ep=ASE, Media Report, including Wikileaks;1;;;;;;;Checked;1;ODA-like;2;Development;1;Active;1;http://global.factiva.com/redir/default.aspx?P=sa&an=AFNWS00020050302e132001br&cat=a&ep=ASE, Media Report, including Wikileaks;3000000;USD;0,69665105;1;4306316,63;3000000;;;02. Mar 05;;1;Mozambique;541;259;Mozambique;MOZ;MZ;508;688;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:38;Maputo;Joe Pacheco,;1
1590;China;Chinese Donation to National Transitional Legislative Assembly of Liberia;2005;FALSE;On March 16, 2005, The People's Republic of China (PRC) provided the Liberian Government with office equipment, including 50 typewriters and 250 rolls of ribbon (5 for each typewriter). Other donations include 80 radio sets and 300 raincoats. The donation to the National Transitional Legislative Assembly of Liberia took place at the Chinese Embassy in Congo Town. A certificate of donation and acceptance was signed by representatives of the Government of the People's Republic of China and the NTGL. Amb. Lin Songtian and Mr. He Meng, head of the Chancery, signed for the PRC, and Foreign Minister Thomas Yaya Nimely and Internal Affairs Minister H. Dan Morias signed for the NTGL.;150;Government and Civil Society;;Completion;3;In-kind Grant (Goods or Services);Liberia;"http://allafrica.com/stories/200503170074.html, Media Report, including Wikileaks; http://finance.sina.com.cn/roll/20050322/17521451081.shtml, Media Report, including Wikileaks";2;;;;;;;Checked;1;ODA-like;2;Development;1;Active;1;;;;;;;;;;;;1;Liberia;450;251;Liberia;LBR;LR;430;668;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:38;;"Yaya Nimely, ; H. Dan Morias, ; Lin Songtian,";1
1397;China;Chinese Embassy Donates to Ghana women's national football team;2003;FALSE;In 2003, the Chinese Embassy in Accra donated 50 footballs to the national women's soccer team, the Black Queens. The donation is to help the team to prepare for the FIFA Women's World Cup scheduled for China later in 2003. The Chinese Ambassador to Ghana, Lu Yongshou, presented the donation. The Ghanaian Minister of Youth, Education, and Sports, Kwadwo Baah-Wiredu, received the donation on behalf of the team.;160;Other Social infrastructure and services;Sports Team;Completion;3;In-kind Grant (Goods or Services);Ghana;http://www.modernghana.com/news2/34138/2/chinese-embassy-donates-to-black-queens.html, Media Report, including Wikileaks;1;;Ghana Ministry of Youth, Education and Sports, Government Agency;;;Ghana Ministry of Youth, Education and Sports, Government Agency;1;Checked;1;ODA-like;2;Development;1;Active;1;;;;;;;;;;02. May 03;;1;Ghana;452;241;Ghana;GHA;GH;288;652;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:39;;Lu Yongshou,;1
1680;China;Chinese Embassy Donates to University of Ghana;2004;FALSE;In 2004, the Chinese Ambassador to Ghana Zhang Keyuan donated 5 computers, 5 printers, and 5 UPSs, totaling $6,500 USD to the Faculty of Science of the University of Ghana, Legon in Accra.;110;Education;University of Ghana;Completion;3;In-kind Grant (Goods or Services);Ghana;"http://allafrica.com/stories/200411220505.html, Media Report, including Wikileaks; http://allafrica.com/stories/200411220505.html, Media Report, including Wikileaks";2;Chinese Embassy, Government Agency;University of Ghana, Academic, Training and Research;Chinese Embassy, Government Agency;1;University of Ghana, Academic, Training and Research;1;Checked;1;ODA-like;2;Development;1;Active;1;;6500;USD;0,663629447;1;9794,622633;6500;;;;;1;Ghana;452;241;Ghana;GHA;GH;288;652;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:36;Faculty of Science of the University of Ghana, Accra;"Zhang Keyuan, ; Professor George Odamtten, ; Kwadwo Asenso Okyere,";1
2088;China;Chinese Embassy donates sports equipment to Ghana;2011;FALSE;In 2011, China donated a variety of sports equipment to Ghana's Minister for Youth and Sports. The equipment included basketballs, footballs, volleyball posts and nets, table tennis tables and bats and badminton posts and nets.;160;Other Social infrastructure and services;Sports Equipment;Completion;3;In-kind Grant (Goods or Services);Ghana;"http://gh.china-embassy.org/eng/xwdt/t833218.htm, Government Source (Donor/Recipient); http://vlex.cn/vid/chinese-embassy-donates-equipment-ghana-323515679, Media Report, including Wikileaks";2;Chinese Embassy to Ghana, Government Agency;;Chinese Embassy to Ghana, Government Agency;1;;;Checked;1;ODA-like;2;Development;1;Active;1;;;;;;;;;;21. Jun 11;;1;Ghana;452;241;Ghana;GHA;GH;288;652;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:38;Ministry for Youth and Sports (Ghana);Clement Kofi Homadu,;1
1814;China;Chinese Government Scholarships for 57 Liberian students (2011-2);2011;FALSE;On August 17, 2011 at a farewell reception for Chinese Scholarship 2011/2012 Students Chinese Ambassador Zhao Jianhua disclosed that 57 people had benefited from the Chinese Government Scholarship for the Academic Year 2011/2012. Out of this number, 21 were for civilian students, while 36 were for military officers.;110;Education;Education and Military;Completion;3;Scholarships/training in the donor country;Liberia;"http://allafrica.com/stories/201108190667.html, Media Report, including Wikileaks; http://lr.china-embassy.org/chn/sghdhzxxx/t849669.htm, Government Source (Donor/Recipient); http://allafrica.com/stories/201108190667.html, Media Report, including Wikileaks";3;;;;;;;Checked;1;ODA-like;2;Development;1;Active;1;;;;;;;;;;17. Aug 11;;1;Liberia;450;251;Liberia;LBR;LR;430;668;FALSE;FALSE;FALSE;FALSE;;;;;;20.06.13 15:16;Congo Town, Outside Monrovia;"Zhao Jianhua, ; George Wisner,";1
2238;China;Chinese Government to Donate Medical Equipment to Kitwe Hospital;2005;FALSE;In 2005, the Chinese government agreed that it would donate medical equipment to Sinozam Friendship Hospital in Kitwe. It is unclear if the project was ever implemented.;120;Health;;Pipeline: Pledge;12;In-kind Grant (Goods or Services);Zambia;http://allafrica.com/stories/200505230923.html, Media Report, including Wikileaks;1;;;;;;;Checked;1;ODA-like;2;Development;1;Active;1;;;;;;;;;;;;1;Zambia;551;288;Zambia;ZMB;ZM;894;754;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:37;;;1
30127;China;Chinese Governmental Scholarship;2011;FALSE;21 Botswana students won the Chinese Governmental Scholarship for the 2011-2012 academic year. The scholarships were given to students pursing bachelor, master and doctorate degrees in a variety of academic fields.;110;Education;;Completion;3;Scholarships/training in the donor country;Botswana;http://bw.china-embassy.org/eng/wjkj/t842907.htm, Government Source (Donor/Recipient);1;;;;;;;Checked;1;ODA-like;2;Development;1;Active;1;;;;;;;;;;;;1;Botswana;571;227;Botswana;BWA;BW;72;616;FALSE;FALSE;FALSE;FALSE;;;;;;21.10.13 16:25;;;1
301;China;Chinese Governmental Scholarship 2010/2011;2010;FALSE;A report issued by the Chinese Embassy in Botswana in 2010 stated that 28 Botswana students had received the Chinese Governmental Scholarship for the 2010/2011 Academic Year to study in China.;110;Education;;Implementation;2;Scholarships/training in the donor country;Botswana;"http://bw.china-embassy.org/eng/wjkj/scholarship/t720180.htm, Government Source (Donor/Recipient); http://global.factiva.com/aa/?ref=XNHA000020101119e6bj001qd&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks";2;;;;;;;Checked;1;ODA-like;2;Development;1;Active;1;http://global.factiva.com/aa/?ref=XNHA000020101119e6bj001qd&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;;;;;;;;;;;1;Botswana;571;227;Botswana;BWA;BW;72;616;FALSE;FALSE;FALSE;FALSE;;;;;;10.06.13 16:19;;Liu Huanxing,;1
30128;China;Chinese Governmental Scholarship 2012/2013;2012;FALSE;22 Botswana students won the Chinese Governmental Scholarship for the 2012-2013 academic year. The scholarships are given to students pursing bachelor, master or doctorate degrees in a variety of academic fields.;110;Education;;Completion;3;Scholarships/training in the donor country;Botswana;"http://www.mmegi.bw/index.php?sid=1&aid=241&dir=2012/January/Tuesday31, Media Report, including Wikileaks; http://bw.china-embassy.org/eng/xwdt/t953441.htm, Government Source (Donor/Recipient); http://www.dailynews.gov.bw/news-details.php?nid=1581, Government Source (Donor/Recipient)";3;;;;;;;Checked;1;ODA-like;2;Development;1;Active;1;;;;;;;;;;;;1;Botswana;571;227;Botswana;BWA;BW;72;616;FALSE;FALSE;FALSE;FALSE;;;;;;23.10.13 13:54;;;1
1630;China;Chinese Grant to Liberia for Undecided Use;2006;FALSE;In November of 2006, China and Liberia signed a Memorandum of Understanding (MOU) allowing Chinese engineers to explore for offshore oil and possible mineral reserves. The MOU also outlined the development of a free trade zone at the Atlantic Ocean Port of Buchanan. Lastly, a grant of US$5 million was given to Liberia for uses 'yet to be decided.' Since the initial signing of the MOU there has been little media on these projects. In April of 2010, a domestic Chinese source referred to the free trade zone project at Port Buchanan as a 'serious consideration.';998;Unallocated / Unspecified;;Pipeline: Pledge;12;Monetary Grant (excluding debt forgiveness);Liberia;"http://lr.china-embassy.org/eng/sghdhzxxx/t687521.htm, Government Source (Donor/Recipient); http://global.factiva.com/aa/?ref=DJI0000020061104e2b40000f&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks";2;;;;;;;Checked;1;Vague (Official Finance);5;Development;1;Active;1;http://global.factiva.com/aa/?ref=DJI0000020061104e2b40000f&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;5000000;USD;0,743052144;1;6729002,856;5000000;;;;;1;Liberia;450;251;Liberia;LBR;LR;430;668;FALSE;FALSE;FALSE;FALSE;;;;;;05.04.13 17:05;;George Wallace,;1
29;China;Chinese Medical Team;2005;FALSE;In 2005, China and Botswana signed a protocol on sending medical teams. Under this protocol, the Chinese government agreed to send a team consisting of 41 medical staff and 5 support staff for three years. The financial value for this project and current status is unknown.;120;Health;;Implementation;2;Free-standing technical assistance;Botswana;"http://www.focac.org/chn/zfyhj/t229450.htm, Government Source (Donor/Recipient); http://www.mmegi.bw/2005/November/Wednesday23/5721009251143.html, Media Report, including Wikileaks";2;;;;;;;Checked;1;ODA-like;2;Development;1;Active;1;;;;;;;;;;;;1;Botswana;571;227;Botswana;BWA;BW;72;616;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:37;;;1
1594;China;Chinese Medical Team Arrives In Liberia;2005;FALSE;On July 28, 2005, a team of Chinese medical experts arrived in Liberia to help train medical doctors and physicians at the John F. Kennedy Medical Center in Sinkor. Need to find out how long the team stayed in country.;120;Health;;Implementation;2;Free-standing technical assistance;Liberia;"http://mil.news.sina.com.cn/2005-08-01/0145309624.html, Media Report, including Wikileaks; http://www.sxgov.cn/xwzx/gnxw/193229_5.shtml, Government Source (Donor/Recipient); http://allafrica.com/stories/200508020433.html, Media Report, including Wikileaks";3;;Nanjing District of People, Government Agency;Nanjing District of People, Government Agency;1;;;Checked;1;ODA-like;2;Development;1;Active;1;;;;;;;;10. Jul 05;;;;1;Liberia;450;251;Liberia;LBR;LR;430;668;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:37;John F. Kennedy Medical Center in Sinkor;Lin Songtian, (Chinese Embassy);1
582;China;Chinese Medical Team Provides Health Service in Awgaro;2008;FALSE;In 2008, an eight-member Chinese medical team provided health services in Awgaro. The head of the Awgaro health center, Mr Girmai Measho, stated that the Chinese doctors gave efficient medical treatment to patients from different areas of Laelai-Gash sub-zone.;120;Health;;Completion;3;Free-standing technical assistance;Eritrea;http://global.factiva.com/aa/?ref=AFNWS00020081031e4au0000a&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;1;;;;;;;Checked;1;OOF-like;3;Representational;3;Active;1;http://global.factiva.com/aa/?ref=AFNWS00020081031e4au0000a&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;;;;;;;;;;;1;Eritrea;531;271;Eritrea;ERI;ER;232;643;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:37;Awgaro;;1
30423;China;Chinese Medical Team in Sudan;2011;FALSE;In June 2011, Sudan and China signed a deal on medical cooperation to send a Chinese medical mission to operate in Sudan for two years. According to the deal, 37 Chinese doctors will work in Sudan to exchange scientific and academic experiences and maintain the medical devices at the China-Sudan Friendship Hospital in Omdurman and Abu Ushar Hospital in Gezira State. The mission was also allowed to provide medical consultations and participate in the medical education.;120;Health;;Pipeline: Commitment;11;Free-standing technical assistance;Sudan;"http://news.xinhuanet.com/english/china/2012-01/05/c_122535690.htm, Media Report, including Wikileaks; http://vlex.cn/vid/roundup-sudan-china-anniversary-cooperation-343251498, Other Official Source (non-Donor, non-Recipient)";2;;;;;;;Checked;1;ODA-like;2;Development;1;Active;1;;;;;;;;;;;;1;Sudan;625;278;Sudan;SDN;SD;736;732;FALSE;FALSE;FALSE;FALSE;;;;;;06.11.13 10:00;Gezira;Mahjoub Mohamed, Medical Director Abu Ushar Hospital;1
935;China;Chinese Parliament Donates To Mozambican Flood Victims.;2000;FALSE;On November 20, 2000, the Chinese Parliament donated $200,000 US dollars to the victims of a Mozambican flood that occurred in February of that year. Veronica Macamo, the deputy chairman of the Mozambican Assembly, presented the offer to the media that week.;700;Emergency Response;;Completion;3;Monetary Grant (excluding debt forgiveness);Mozambique;http://global.factiva.com/aa/?ref=afnws00020021107dwbm01hjp&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;1;;;;;;;Checked;1;ODA-like;2;Development;1;Active;1;http://global.factiva.com/aa/?ref=afnws00020021107dwbm01hjp&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;200000;USD;0,589189844;1;339449,1639;200000;20. Nov 00;;20. Nov 00;;1;Mozambique;541;259;Mozambique;MOZ;MZ;508;688;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:43;;Veronica Macamo,;1
1684;China;Chinese Provision of Boreholes in Accra;2004;FALSE;In 2004, China agreed to provide 350 hand-pump boreholes in six districts of the Greater Accra Region. It is unclear if the project was ever completed.;140;Water Supply and Sanitation;;Pipeline: Pledge;12;In-kind Grant (Goods or Services);Ghana;http://ghanaweb.com/mobile/wap.small/news.article.php?ID=71860, Media Report, including Wikileaks;1;;;;;;;Checked;1;ODA-like;2;Development;1;Active;1;;;;;;;;;;;;1;Ghana;452;241;Ghana;GHA;GH;288;652;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:37;Greater Accra, Ghana;;1
21504;China;Chinese bank acquires stake in Zimbabwean financial institution;2010;FALSE;"On September 14, 2010, the China Development Bank (CDB) acquired a majority stake in the Infrastructure Bank of Zimbabwe (IDBZ); the Chinese bank will inject long-term capital, notably lines of credit, into IDBZ and subsequently into Zimbabwe's energy, transport, and infrastructure sectors. The deal was announced by the chief executive of the IDBZ, Charles Chikaura.";240;Banking and Financial Services;;Pipeline: Commitment;11;Foreign direct investment;Zimbabwe;"http://global.factiva.com/aa/?ref=BBCAP00020100914e69e0028n&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://wap.yicai.com/news/2010/07/379366.html, Media Report, including Wikileaks";2;China Development Bank (CDB), Government Agency;Infrastructural Development Bank of Zimbabwe (IDBZ);China Development Bank (CDB), Government Agency;1;Infrastructural Development Bank of Zimbabwe (IDBZ);1;Checked;1;Official Investment;14;Commercial;2;Active;1;http://global.factiva.com/aa/?ref=BBCAP00020100914e69e0028n&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;;;;;;;;;;;1;Zimbabwe;552;265;Zimbabwe;ZWE;ZW;716;698;FALSE;TRUE;FALSE;FALSE;;;;;;26.03.13 15:40;;Charles Chikaura, Chief Executive;1
20451;China;Chinese built primary school at Bindura;2009;FALSE;On April 19, 2007, it was announced that through the China-Africa Cooperation Forum, the Chinese government plans to construct two schools in rural areas of Zimbabwe alongside an agricultural demonstration center. On September 28, 2011 the Chinese Embassy handed over two primary schools to the Zimbabwean Government built at a cost of US$1.5 million as part of the bilateral cooperation between the two countries.The two schools, one in Bindura, Mashonaland Central Province and another in Warren Park, Harare, are part of the eight measures announced by Chinese President Hu Jintao at the Forum of China-African. The two schools were built by Chinese companies Gansu Hualong and Jiangsu Nantong.;110;Education;;Completion;3;In-kind Grant (Goods or Services);Zimbabwe;"http://allafrica.com/stories/200805120656.html, Media Report, including Wikileaks; http://ddi08.wikispaces.com/Country+PICs, Media Report, including Wikileaks; http://allafrica.com/stories/200911090050.html, Media Report, including Wikileaks";3;;"Jiangsu Natong; Gansu Hualong Overseas Engineering Corporation";"Jiangsu Natong; Gansu Hualong Overseas Engineering Corporation";2;;;Checked;1;ODA-like;2;Development;1;Active;1;;1500000;USD;1;1;1500000;1500000;;19. Apr 07;29. Sep 11;;1;Zimbabwe;552;265;Zimbabwe;ZWE;ZW;716;698;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:37;Chiwaridzo Primary School , Bindura, Zimbabwe;"Joice Mujuru, Vice President ; Xin Shunkang, Chinese Ambassador to Zimbabwe";1
16589;China;Chinese company awarded contract financed by ExIm;2000;FALSE;"On August 25, 2000, the Zimbabwean government, notably the Ministry of Rural Resources and Water Development, agreed to award a US$420 million construction tender, through the Export-Import Bank of China, to the Chinese company CMAC, to supply equipment to the District Development Fund (DDF) of Zimbabwe for the Msthabezi pipeline. The Zimbabwean government officials taking part in the agreement included the Minister of Rural Resources and Water Development, Ngoni Masoka; the Vice President of Zimbabwe, Joice Mujuru; the Senior Secretary for Finance, Charles Kuwaza; and the Minister of FInance, Mischeck Sibanda. Originally, the February 15, 2000 agreement was for equipment worth only US$366 million, but the value shot up to the government-approved level of US$420 million in the final tender. Additional research into start and finish dates for the delivery of the equipment to the Chinese company was unsuccessful. However, a 2012 media report from the Zimbabwean paper, the Financial Gazette, indicates that construction on the Msthabezi pipeline has yet to even begin in Zimbabwe, suggesting this project probably remains incomplete.";140;Water Supply and Sanitation;pipeline;Pipeline: Pledge;12;Loan (excluding debt rescheduling);Zimbabwe;"http://allafrica.com/stories/201203310111.html, Media Report, including Wikileaks; http://allafrica.com/stories/200008250218.html, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=afnws00020021107dw6g019gx&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks";3;Export-Import Bank of China, Government Agency;China Merchants Americold Logistics Company, LTD, State-Owned Company;"Export-Import Bank of China, Government Agency; China Merchants Americold Logistics Company, LTD, State-Owned Company";2;Ministry of Rural Resources and Water Development, Government Agency;1;Checked;1;OOF-like;3;Commercial;2;Active;1;http://global.factiva.com/aa/?ref=afnws00020021107dw6g019gx&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;420000000;USD;0,589189844;1;712843244,1;420000000;;;;;1;Zimbabwe;552;265;Zimbabwe;ZWE;ZW;716;698;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:38;Msthabezi pipeline;"Misheck Sibanda, Minister of Finance ; Charles Kuwaza, Senior Secretary for Finance ; Obert Matshalaga, Treasury senior official ; Ngoni Masoka, Minister of Rural Resources and Water Development";1
